"Link","Type","Author","Date","Content","Id","Hashtag","Category"
"https://twitter.com/wolf4blockchain/status/1791788627128701093#m","Twitter tweet ","Wolf of blockchain ?","18-05-2024","Hahaha ?","1791788627128701093","","is-not-pinned, is-not-retweet, is-reply"
"https://twitter.com/dukpus/status/1791788621676134722#m","Twitter tweet ","Lord Viscount Platypus III","18-05-2024","Just launched on Raydium! If you can't find DUKPUS by a name search, trying entering the Mint Address: EtKmCBnXhUoU9DynwxfDHzn58KL1BGcuZHu1JSRVNVms ... #Solana #Memecoins #Crypto #Blockchain","1791788621676134722","#Solana, #Memecoins, #Crypto, #Blockchain","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/djptl94_g/status/1791788621227327603#m","Twitter tweet ","Darpan Patel","18-05-2024","Reply: 
Eating code with a side of blockchain. ??","1791788621227327603","","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/jlivingspring/status/1791462429500592265#m","Twitter tweet ","Jeremiah LivingSpring","17-05-2024","An Open Letter to @ton_blockchain:

Hi, I'm Jeremiah LivingSpring, and I write on behalf of the entire TON community in Nigeria, and Africa at large.

Damx (@damxton) is a fully fledged TON Professional.

He is the most passionate member of the TON community in Nigeria and in all of Africa.

As the Founder of @TonNomads, he has garnered over 100 thousand people on Telegram, actively participating in his channel; this alone has created massive visibility and adoption for the TON ecosystem in Africa.

Damx, is completely immersed in everything TON! His profile on X and Telegram defines The Open Network, through and through; he never deviates. 

Amidst being the biggest TON Promoter in all of Africa, he's also the most learned in all things TON, in the continent, yes. 

Nigeria especially, and Africa at large, needs a representative from home soil in the Ton Foundation.

So, we have selected a candidate:

On behalf of the TON community in Nigeria, the nation with the most active and populous TON community in the African continent, and on behalf of the same community in Africa at large, I petition to you, @ton_blockchain, to induct Damx into the Ton Foundation, to be our representative and to be an active contributor to the The Open Network.

This is a unified petition; the entire TON community in Nigeria, and Africa at large, is behind it. 

To conclude this petition, I remark:

The contributions of Damx to the The Open Network will be important & actionable; he is smart, knowledgeable, creative, influential, and committed to the TON ecosystem. He will be an excellent addition to the Ton Foundation, most certainly.

We're looking forward to hearing from you, and most importantly, seeing Damx inducted into the Ton Foundation. 

Thank you. 

Jeremiah LivingSpring, on behalf of TON Nigeria, and Africa.","1791462429500592265","","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/gocryoverthere1/status/1791634293153747021#m","Twitter tweet ","Go Cry?","18-05-2024","?? 85%?
Over 18.7k ?keep it up ? 

?20K WE COMING FOR YOU?

WE CAN’T BE STOPPED ?

Let's go fam ?
Keep clicking ?
Daily routine  ?? 

#SBC is live #STC #Top10 $3 ? ? 

#SBC24 Awarded Best Blockchain Startup??

#SBC super cheap ?

#STC #SaitaRealty #SaitaPro #SCB24","1791634293153747021","#SBC, #STC, #Top10, #SBC24, #SBC, #STC, #SaitaRealty, #SaitaPro, #SCB24","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/JTisLTD/status/1791281921353236779#m","Twitter tweet ","Living_the_Dream","17-05-2024","Wow, still can’t believe this happened.

Deeetroit Basketball!

@NBATopShot @Blockchain_BBs","1791281921353236779","","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/BTCTN/status/1791076761826181557#m","Twitter tweet ","Bitcoin.com News","16-05-2024","The XR Foundation Launches XR One: A Revolutionary Layer3 #Blockchain; Saltwater Games Leads with 3 Titles in Development @saltwatergames @XR_Foundation","1791076761826181557","#Blockchain;","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/RedbellyNetwork/status/1791128241626849732#m","Twitter tweet ","Redbelly Network","16-05-2024","? Accountability at the consensus level is an effective way to ensure that all network participants work in the blockchain’s favour.","1791128241626849732","","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/SeregVeko/status/1791788590164299900#m","Twitter tweet ","?????? ????","18-05-2024","Good luck","1791788590164299900","","is-not-pinned, is-not-retweet, is-reply"
"https://twitter.com/b0nt3nsama/status/1791788589316973030#m","Twitter tweet ","Servant Of God ??\\ $XTER","18-05-2024","? Cultivating @Mint_Blockchain MintTree $MINT in the #MintForest by @Mint_Blockchain, the L2 for the NFT industry!

Collect your ME point here: [mintchain.io/mint-forest?inv…]

#MintBlockchain #NFT #Layer2 #ME","1791788589316973030","#MintForest, #MintBlockchain, #NFT, #Layer2, #ME","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/JuanRoccuzzo/status/1791788589228933283#m","Twitter tweet ","juan","18-05-2024","LOGRAN ACCEDER FRAUDULENTAMENTE A  ETHEREUM Y EXTRAEN  $25 MILLONES DE DÓLARES DE LA BLOCKCHAIN.
Dos hermanos, en solo 12 segundos, manipularon, la blockchain de Ethereum, al obtener acceso de forma fraudulenta a transacciones pendientes… (sigue)","1791788589228933283","","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/StygianOne/status/1791729787456643222#m","Twitter tweet ","StygianOne","18-05-2024","Just did another swap on #SaitaChain #blockchain

Paid 20 cents in #STC for gas fee ?

Fast, cheap and without any issue.

Can not wait till our native DEX will be fully open to anybody who will be building on the blockchain.","1791729787456643222","#SaitaChain, #blockchain

Paid, #STC","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/uchida_tomato/status/1791788584191824029#m","Twitter tweet ","Uchida Yoshihiko","18-05-2024","???Why blockchain?????????????????????
????????????????????JRE??????????????????????
Why blockchain????????????????????????????????????????
itmedia.co.jp/news/articles/…","1791788584191824029","","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/WEN_on_core/status/1791785572307976241#m","Twitter tweet ","WEN","18-05-2024","#WEN #NFTs coming soon ?
 
In a bold and whimsical adventure, #555 legendary cats embark on a moon mission on the CoreDao blockchain.

These intrepid felines, each with their unique traits, are determined to explore and conquer the meme universe. Led by their legendary leaders, they aim to outshine all other memes and plant the flag of WEN on the moon of Core. 

Join the WEN CATS as they journey through the #moon, ready to leave their mark and dominate the #meme landscape

#Cool Arts 
#Clean Arts
#Stake_To_Earn
#Legendary 
#BRONZE 
#SILVER

?555 Limited #NFTS each with its uniqueness
?Comment $Core Address for 10 #WL  Giveaway ?
? Tag 3 felines 

#WEN $WEN $Core #Core","1791785572307976241","#WEN, #NFTs, #555, #moon,, #meme, #Cool, #Clean, #Stake_To_Earn
#Legendary, #Legendary, #BRONZE, #SILVER

?555, #NFTS, #WL, #WEN, #Core","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/BTCPriceUpdate/status/1791785820468187345#m","Twitter tweet ","Bitcoin Price Tracker","18-05-2024","$BTC Price: $67,233 
#Bitcoin #BTC #BitcoinPrice #Crypto #blockchain #cryptocurrency","1791785820468187345","#Bitcoin, #BTC, #BitcoinPrice, #Crypto, #blockchain, #cryptocurrency","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/smartestmoney_/status/1791528965942972911#m","Twitter tweet ","smartestmoney.eth","17-05-2024","""Launch of a blockchain network named Sonic Network, with a native token utilizing the ticker $S. This will be a new layer-1 chain with a native layer-2 bridge connected to Ethereum and beyond.""

Imagine getting a brand new chart for $FTM to $S.

Price discovery incoming.","1791528965942972911","","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/ReinerM44353322/status/1791788571159920654#m","Twitter tweet ","Reiner Müller ?? $RCADE ""?? Memecoin"" ? $MON","18-05-2024","? Cultivating @Mint_Blockchain MintTree $MINT in the #MintForest by @Mint_Blockchain, the L2 for the NFT industry!

Collect your ME point here: [mintchain.io/mint-forest?inv…]

#MintBlockchain #NFT #Layer2 #ME","1791788571159920654","#MintForest, #MintBlockchain, #NFT, #Layer2, #ME","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/SoftPowerNews/status/1791788567947055259#m","Twitter tweet ","SoftPower News","18-05-2024","Gov’t Promises Support as Blockchain Association of Uganda Changes Leadership
softpower.ug/govt-promises-s… #SoftPowerNews","1791788567947055259","#SoftPowerNews","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/S6hunop/status/1791788557440549366#m","Twitter tweet ","S6","18-05-2024","Cc","1791788557440549366","","is-not-pinned, is-not-retweet, is-reply"
"https://twitter.com/vinodhsaravana/status/1791788551593697342#m","Twitter tweet ","Vinodh Elamkovam ?? Xally","18-05-2024","On #TON #TONKings next largest project with 1M+ community after NotCoin. Participate in IDO -  t.ly/IT4Ic","1791788551593697342","#TON, #TONKings","is-not-pinned, is-not-retweet, is-reply"
"https://twitter.com/PolygonAbuja/status/1791788538834350562#m","Twitter tweet ","PolygonGuild Abuja","18-05-2024","@nuesayo_ talking about “Mastering the Depth of Blockchain protocol”

@DablClub #polygonGuild #DevXTour","1791788538834350562","#polygonGuild, #DevXTour","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/LaCryptoMonnai1/status/1791786912275116143#m","Twitter tweet ","La Crypto Monnaie","18-05-2024","Entretien: ""Ceux qui exploitent en solo sont plus susceptibles de jouer à la loterie"" dlvr.it/T73gDQ #crypto #cryptomonnaie #blockchain","1791786912275116143","#crypto, #cryptomonnaie, #blockchain","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/MetaBoss_io/status/1791374679967678877#m","Twitter tweet ","MetaBoss","17-05-2024","GM! 
Get free $Ton coin  and $MTB token
 ?Play to earn :  t.me/metaboss_2024_bot?start…","1791374679967678877","","is-not-pinned, is-retweet, is-reply"
"https://twitter.com/ant5man/status/1791788525559415048#m","Twitter tweet ","Mint Blockchain | .plena | ? $LOL | Tabi ?","18-05-2024","? Cultivating @Mint_Blockchain MintTree $MINT in the #MintForest by @Mint_Blockchain, the L2 for the NFT industry!

Collect your ME point here: [mintchain.io/mint-forest?inv…]

#MintBlockchain #NFT #Layer2 #ME","1791788525559415048","#MintForest, #MintBlockchain, #NFT, #Layer2, #ME","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/Mukhtaruma60512/status/1791788524708000203#m","Twitter tweet ","Mukhtar umar","18-05-2024","@ton_blockchain","1791788524708000203","","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/Ripple/status/1791564020064940082#m","Twitter tweet ","Ripple","17-05-2024","The Q1 2024 XRP Markets Report is out now: on.ripple.com/3K6HWkc

Notable market developments in Q1 include:
?? Continued U.S. demand for BTC Spot ETFs
? CEX & DEX volume growth
?? Key regulatory & legal updates
? Technical blockchain upgrades including AMM on the #XRPLedger","1791564020064940082","#XRPLedger","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/BuildOnHybrid/status/1791124756550365532#m","Twitter tweet ","Hybrid","16-05-2024","Joining forces with @R_GamesOfficial ? 

R-Games transforms gaming through its diverse modes, blockchain integration, user-generated content and AI. Enabling players to enjoy unique experiences and earn rewards. This partnership is primarily focused on the marketing perspective.

Excited to welcome them to the ecosystem!","1791124756550365532","","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/Topboylogical10/status/1791787472847835195#m","Twitter tweet ","LOGICAL ?","18-05-2024","Thank you for building $ETH, you literally gave us one of the best gaming projects on the blockchain $RKR ? For this we appreciate you @VitalikButerin 

 @ReaktorToken would keep cooking ?","1791787472847835195","","is-not-pinned, is-retweet, is-reply"
"https://twitter.com/TerraMckenize35/status/1791789005539004621#m","Twitter tweet ","Terra Mckenize ???? $WELL Tabi ?","18-05-2024","Requesting $ETH funds from the #Stakely Faucet on the Ethereum Holesky Testnet blockchain. Request ID: WIOYQKHK #privacy stakely.io/en/faucet/ethereu…","1791789005539004621","#Stakely, #privacy","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/UtribeOne/status/1791788996487508300#m","Twitter tweet ","Ubuntu Tribe","18-05-2024","Ubuntu Tribe’s Chief of #Ai and Growth, Dr. Suren Movsisyan, was invited to NBX Warsaw 2024 and Polish Blockchain Week! ??

Dr. Movsisyan engaged with key players in the blockchain industry, including exchanges, on/off ramp solution providers, and other influential leaders. This was a fantastic opportunity to showcase our innovative GIFT (Gold International Fungible Token) and Utribe wallet and explore new collaborations.

Stay tuned for updates and insights from these significant events. Let’s continue to drive the future of digital assets together! ?

#Blockchain #AI #DigitalAssets #GoldToken #NBXWarsaw #PolishBlockchainWeek #UbuntuTribe @nextblockexpo #Warsaw #NBX #Poland","1791788996487508300","#Ai, #Blockchain, #AI, #DigitalAssets, #GoldToken, #NBXWarsaw, #PolishBlockchainWeek, #UbuntuTribe, #Warsaw, #NBX, #Poland","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/neweternallife/status/1790267879998226484#m","Twitter tweet ","NewEternalLife","14-05-2024","? Exciting news from #NEL! 

Introducing NELDEX, our flagship platform set to revolutionize the blockchain ecosystem with seamless swap functions, staking, and a DAO. 

?Medium link: neweternallife.medium.com/ne…

#BlockchainRevolution #NELDEX","1790267879998226484","#NEL!, #BlockchainRevolution, #NELDEX","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/PantosIO/status/1763176250275725817#m","Twitter tweet ","Pantos","29-02-2024","Guess what? Holding onto our ICO funds turned out to be a master stroke. The market has supercharged our budget, setting the stage for Pantos mainnet to thrive.  

We are ready to redefine blockchain interoperability together! Are you?","1763176250275725817","","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/NEWS_Pii/status/1791334774948364557#m","Twitter tweet ","NEWS.PI","17-05-2024","News pi 24/7??????
????warning to cherish every one of your precious Pi coins. do not link to assets outside of the Pi blockchain.
 Those are not linked to the Pi Blockchain root chain.
??
 The value of Pi is stable and does not increase or decrease like traditional coins.  Because Pi is shaping up to be a common currency and the value of Pi needs to be stable from the beginning, (there are increases and decreases but very small, insignificant)
#PiNetwork
 Banks that have made their API public will automatically be connected to the Pi network.  Global exchange rates are continuously updated in real time.
 #PiGCV314159.","1791334774948364557","#PiNetwork
, #PiGCV314159.","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/GaborSimko/status/1791402699046428980#m","Twitter tweet ","TOP DOG","17-05-2024","WHY $DOG
Retweet and let people know why to buy $DOG:

1. Lives on Bitcoin: Top Meme of the Biggest, Most Secure Blockchain!
2. Fair and Free Distribution! Original holders are rewarded, not venture capitalists. The market will appreciate this, leading to stronger HODLers!
3. Market Cap: 230M now
--> Flipping SHIB (14.5B) is a 63x increase
--> Flipping DOGE (22B) is a 95x increase
--> INSANE REWARD OPPORTUNITY
4. Introducing Meme Casino to Bitcoin! This enhances Bitcoin's appeal over other blockchains, accelerating Bitcoin adoption and protecting people from scammy chains!
5. Bitcoiners Only Settle for #1 - This is obvious!

+1 Bonus: Read the name of this coin and act accordingly:
DOG·GO·TO·THE·MOON

What's your biggest reason to buy $DOG?","1791402699046428980","#1","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/algodevs/status/1791749696169668893#m","Twitter tweet ","Algorand Developers ?","18-05-2024","Most blockchain projects start with disintermediation ??

Instead of going through third parties, two parties can directly interact with each other.

This goes for:

? Interactions
? Transactions
? Rewards","1791749696169668893","","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/ayanlajaayodeji/status/1791564315322937705#m","Twitter tweet ","Haryourdhejih #TONy","17-05-2024","Kickstart your blockchain development on WAX by visiting the WAX Developer Portal. 

It provides comprehensive information on blockchain basics, token utility, governance, and more, enabling you to build efficiently. 

Start now at developer.wax.io.

#WAXNFT @WAX_io $WAXP","1791564315322937705","#WAXNFT","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/VibhoreKhare/status/1791034977569652942#m","Twitter tweet ","Vibhor Khare","16-05-2024","They: Hey look at us! We are building the most innovative solutions on Blockchain. Hey it's decentralised! it's open! It's trustless!

Me: Wait a sec, where do you store the data? Where are your servers?

They: Oh it's on AWS, Azure, Microsoft. 

Me:","1791034977569652942","","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/Chesh_ir/status/1791788966712422806#m","Twitter tweet ","? $MON(?, ??,??,?,?).Tabi ?.cheshir.bnb","18-05-2024","I'm collecting @Mint_Blockchain's ME $MINT in the #MintForest?!

Mint is the L2 for NFT industry, powered by @nftscan_com and @Optimism.

Join Mint Forest here: mintchain.io/mint-forest 

#MintBlockchain #L2forNFT","1791788966712422806","#MintForest?!

Mint, #MintBlockchain, #L2forNFT","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/Vest_Pi/status/1791031403150262281#m","Twitter tweet ","VestPi","16-05-2024","A newly launched #memecoin on the base #blockchain.

? audited, safe, 0/0 Tax, renounced contract

? LP locked until year 2999 via @TeamFinance_

Join: t.me/bullrunfyi
 @BullrunFYI 

#Basememecoins @drewcoffman @JakeGagain","1791031403150262281","#memecoin, #blockchain.

?, #Basememecoins","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/JacobvsEth97258/status/1791788959917633649#m","Twitter tweet ","jacobvs.eth","18-05-2024","Requesting $ETH funds from the #Stakely Faucet on the Ethereum Holesky Testnet blockchain. Request ID: ECKSXHN8 #privacy stakely.io/en/faucet/ethereu…","1791788959917633649","#Stakely, #privacy","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/PX_Academy/status/1791532130037576088#m","Twitter tweet ","PrimeXBT Academy","17-05-2024","? GameFi is a fusion of gaming and decentralized finance (#DeFi), creating a new ecosystem where players can earn financial rewards through gameplay. ? 

? It leverages #blockchain technology to offer players ownership of in-game assets, often in the form of non-fungible tokens (#NFTs). 

? It also introduces the concept of play-to-earn (P2E), where players can earn #crypto or other digital assets by participating in games.

? Learn more about #GamFi: eng.primexbt.com/3K6g67L","1791532130037576088","#DeFi),, #blockchain, #NFTs)., #crypto, #GamFi:","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/xallyai/status/1791113264631521775#m","Twitter tweet ","Xally - Empowering AI Agents on Bitcoin L2","16-05-2024","Explore the Xally Ecosystem: Powering AI with Bitcoin Layer 2 ?

Xally Chain utilizes Bitcoin Layer 2 to create a cutting-edge AI-tech ecosystem, blending advanced AI technology with blockchain's security. Here’s a glimpse of our ecosystem:

? Layer 1: Infrastructure
Our scalable Bitcoin L2 infrastructure supports complex AI tasks and seamless AI integration, powered by high-performance GPUs for training advanced AI agents.

? Layer 2: AI Resources
Focused on cryptocurrency applications, this layer features AI Model-as-a-Service (AIaaS), enhancing AI integration and deployment. Our frameworks and specialized LLM for cryptocurrency enable robust AI functionalities.

? Layer 3: AI Agents for Crypto
AI agents like the Project Analyzer and Smart Contract Auditor increase precision and reliability in crypto applications, supporting sophisticated multi-agent collaborations for accurate market insights.

? Layer 4: Application
This layer transforms AI capabilities into practical crypto solutions, accelerating the development of decentralized applications (dApps) through our launchpad, which connects innovators with resources and funding.

? Community & Collaboration
Our vibrant community shares knowledge and fosters innovations, enhancing the ecosystem's growth.

Join the Xally ecosystem for a revolutionary AI experience in the crypto world! ? 

? Learn More: cdn.xally.ai/whitepaper.pdf

#Xally #IDO #AI #Web3 #Bitcoin","1791113264631521775","#Xally, #IDO, #AI, #Web3, #Bitcoin","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/LODE_one/status/1791750659487813954#m","Twitter tweet ","LODE","18-05-2024","SILVER ALERT                

 #Silver??#AGX is digital money minted from a physical gram of silver vaulted and insured, on the Avalanche blockchain #BuyPreciousMetals.                                                                

Lode.one 

 Available??         traderjoexyz.com/avalanche/t….                                                                

AGX Coin
0x13E7bceFddE72492E656f3fa58baE6029708e673","1791750659487813954","#Silver??#AGX, #AGX, #BuyPreciousMetals.","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/kryptocoins/status/1791787523263406236#m","Twitter tweet ","Kryptocoins.xep","18-05-2024","My favourite #crypto is @ElectraProtocol 

$XEP sets my heart on fire

#XEP is my #blockchain passion  

#DataMoney is my number one project 

@BitMartExchange #FollowTheProtocol","1791787523263406236","#crypto, #XEP, #blockchain, #DataMoney, #FollowTheProtocol","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/Yescoin_Fam/status/1791479488897061289#m","Twitter tweet ","Yescoin","17-05-2024","?","1791479488897061289","","is-not-pinned, is-retweet, is-reply"
"https://twitter.com/Joggi1763873/status/1791788919539056786#m","Twitter tweet ","Joggi","18-05-2024","Certainly! MeAI is a revolutionary gamified lifestyle Web3 application powered by AI technology and initially running on the Polygon blockchain.
Feel free to join the MeAI community on Discord and connect with others who share your interests! ?
@meai_app
discord.gg/meai-903228536867…","1791788919539056786","","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/windminstr38991/status/1791788919333453942#m","Twitter tweet ","windminstrel#8021","18-05-2024","Requesting $ETH funds from the #Stakely Faucet on the Ethereum Holesky Testnet blockchain. Request ID: MAOEPN76 #privacy stakely.io/en/faucet/ethereu…","1791788919333453942","#Stakely, #privacy","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/Sam331905526941/status/1791788918662426669#m","Twitter tweet ","??Joltify","18-05-2024","? Cultivating @Mint_Blockchain MintTree $MINT in the #MintForest by @Mint_Blockchain, the L2 for the NFT industry!

Collect your ME point here: [mintchain.io/mint-forest?inv…]

#MintBlockchain #NFT #Layer2 #ME","1791788918662426669","#MintForest, #MintBlockchain, #NFT, #Layer2, #ME","is-not-pinned, is-not-retweet, is-not-reply"
"https://twitter.com/MetanetIcu/status/1791782698219974659#m","Twitter tweet ","Metanet.ICU","18-05-2024","Q: Is there a discount for Metanet membership during the London Blockchain Conference?
A: Yes.

Q: Can you connect with others attending the Conference?
A: Yes.

Q: What is the Quality vs Noise Ratio?
A: 99% Quality.

~Management","1791782698219974659","","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/TscScan/status/1791011774617027060#m","Twitter tweet ","TTcoin Smart Chain Explorer","16-05-2024","@CoinGecko × TTcoin Smart Chain

TTcoin Smart Chain has been added to the CoinGecko Blockchain list. In this way, projects and tokens that will be created on our Blockchain in the future will be able to easily list on CoinGecko. 

We also integrated another Validator into the Tscscan network. #TTcoin #TSC #TTcoinNetwork","1791011774617027060","#TTcoin, #TSC, #TTcoinNetwork","is-not-pinned, is-retweet, is-not-reply"
"https://twitter.com/harrybell1976/status/1791788901465534921#m","Twitter tweet ","harrybell ? $ELS","18-05-2024","? Cultivating @Mint_Blockchain MintTree $MINT in the #MintForest by @Mint_Blockchain, the L2 for the NFT industry!

Collect your ME point here: [mintchain.io/mint-forest?inv…]

#MintBlockchain #NFT #Layer2 #ME","1791788901465534921","#MintForest, #MintBlockchain, #NFT, #Layer2, #ME","is-not-pinned, is-not-retweet, is-not-reply"
